device_id,user_id,device_type,model,firmware_version,battery_pct,first_seen_ts,last_seen_ts,last_sync_ts
06e770c0-c425-4ab4-83bd-d470a482b6fc,4b5d58a5-606d-4283-bfea-4f70e72c1e9a,band,Whoop-4.0,3.4.4,96,2025-01-12 22:52:10.908299+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:21:32.011111+00:00
121f29d2-7bf8-4b33-ac06-4e6db188fd36,4b5d58a5-606d-4283-bfea-4f70e72c1e9a,ring,Oura-Gen3,1.6.7,29,2025-01-12 22:52:10.908299+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:49:32.011111+00:00
246820b9-fa18-40f4-97f8-719c58003d10,cde3830a-fffc-4d0c-a034-c6e7173aa1ef,ring,Oura-Gen3,3.2.9,31,2024-12-08 04:22:32.908299+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:31:32.011111+00:00
3dfd2eb2-e697-4bb8-8721-0f0a5e404958,cde3830a-fffc-4d0c-a034-c6e7173aa1ef,ring,Oura-Gen3,1.3.4,21,2024-12-08 04:22:32.908299+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:15:32.011111+00:00
5fa9999a-e109-4adb-9449-bfd4789200c6,0f03e423-4351-400b-8ffc-5e5318767372,watch,Pixel-Watch,1.8.9,86,2024-08-19 16:08:36.909295+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:27:32.011111+00:00
62dcf472-34ec-4ee3-9d27-a7312f1ebbf2,0f03e423-4351-400b-8ffc-5e5318767372,ring,Oura-Gen3,1.5.8,24,2024-08-19 16:08:36.909295+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:38:32.011111+00:00
090806f8-0787-4932-9741-4fc8e4a84d96,dec9320c-1726-4897-94f4-239cec351b99,ring,Oura-Gen3,2.6.5,61,2024-12-02 18:16:06.909295+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:41:32.011111+00:00
bfc2cdbc-c873-460e-9cdf-8aa4c20acf75,dec9320c-1726-4897-94f4-239cec351b99,ring,Oura-Gen3,1.1.8,40,2024-12-02 18:16:06.909295+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:43:32.011111+00:00
5e326e7d-2189-4699-9ae1-5da7f18f7b13,dec9320c-1726-4897-94f4-239cec351b99,ring,Oura-Gen3,3.7.6,23,2024-12-02 18:16:06.909295+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:53:32.011111+00:00
f7f92b40-b8d8-4d44-b52c-fc4e599e37da,074e536d-cadd-4315-9822-3d9f0c988ecc,band,Mi-Band-9,2.6.1,51,2025-03-07 09:45:40.909295+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:31:32.011111+00:00
965fb4fa-41f5-4d27-a458-3c64e62fd2aa,80429fd7-04b5-44d4-ab66-e1a130d5d4b9,watch,Fitbit-Charge,3.0.8,76,2025-05-25 11:31:57.909295+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:28:32.011111+00:00
33246d68-dc8e-4cef-8436-a486fb3f280f,19ea4bdb-a2cf-41d6-b0e3-5084fe943e33,band,Mi-Band-9,2.4.8,52,2025-05-10 11:45:53.910296+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:14:32.011111+00:00
72a82eb5-df73-4f74-bf23-a8cdd5e5421b,19ea4bdb-a2cf-41d6-b0e3-5084fe943e33,band,Mi-Band-9,1.0.3,75,2025-05-10 11:45:53.910296+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:10:32.011111+00:00
4356b768-f5aa-4295-a592-a538f8edf538,0b2820cb-cd20-49d9-9da1-d9a19d7d38e0,ring,Oura-Gen3,3.6.1,55,2024-09-08 09:43:53.910296+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:20:32.011111+00:00
71bb705b-7f1f-454a-a83d-1e464a079675,0b2820cb-cd20-49d9-9da1-d9a19d7d38e0,watch,Garmin-Fenix,3.1.6,98,2024-09-08 09:43:53.910296+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:17:32.011111+00:00
1a8de82a-00fa-4ca5-b2e5-7880ac5fcca1,4b63c4b5-fa6f-4cf5-93c2-f5990bb19f63,ring,Oura-Gen3,1.4.2,90,2025-05-09 23:36:54.910296+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:24:32.011111+00:00
d3d59873-7323-4188-bd95-5254965c4a16,4b63c4b5-fa6f-4cf5-93c2-f5990bb19f63,band,Mi-Band-9,2.7.7,55,2025-05-09 23:36:54.910296+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 07:01:32.011111+00:00
61fa9988-d01c-4eef-9c40-9ef4fdb0af55,ae8e198d-bea6-428e-8cbb-476726c56cad,watch,Fitbit-Charge,1.5.2,89,2024-10-30 12:15:14.910296+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:30:32.011111+00:00
fdad68ef-cab1-4309-8547-e87531ec462c,ae8e198d-bea6-428e-8cbb-476726c56cad,watch,Fitbit-Charge,3.4.9,75,2024-10-30 12:15:14.910296+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:14:32.011111+00:00
f4e9b583-5c44-4e27-9448-be45ebd2aae7,ffcc5da4-ee59-4834-9f95-c8696070b165,band,Whoop-4.0,2.6.6,32,2025-04-30 01:08:13.911265+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:11:32.011111+00:00
9001e1cc-93b2-49ab-8278-f9cb13bf8ee4,48d0a80b-fac2-49b6-be38-cb10590ab9ce,ring,Oura-Gen3,1.0.5,49,2025-02-15 06:42:13.911265+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:29:32.011111+00:00
d08603c2-b195-4761-9022-9cdfcd6b9fc2,48d0a80b-fac2-49b6-be38-cb10590ab9ce,ring,Oura-Gen3,2.4.6,44,2025-02-15 06:42:13.911265+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:11:32.011111+00:00
35c24226-288a-4415-8c8b-77fa523d319d,48d0a80b-fac2-49b6-be38-cb10590ab9ce,band,Mi-Band-9,3.5.7,73,2025-02-15 06:42:13.911265+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:58:32.011111+00:00
86defd03-9cd3-4a33-b32d-46505e471f98,1bab284f-1fe8-4979-9683-5cb691df63d7,ring,Oura-Gen3,3.0.7,95,2025-05-30 07:16:56.911265+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 07:05:32.011111+00:00
8b99e111-065e-4923-b0c4-de3627bc727b,1bab284f-1fe8-4979-9683-5cb691df63d7,band,Mi-Band-9,3.3.2,57,2025-05-30 07:16:56.911265+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:12:32.011111+00:00
4f90a886-d841-4340-aaf3-5470dc23d854,43e01615-be4d-46b4-8009-6c30a2942695,band,Whoop-4.0,2.8.2,43,2025-06-03 11:58:50.911265+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:37:32.011111+00:00
fe0492aa-f29d-4fa0-9ab2-5cad3ea1f258,43e01615-be4d-46b4-8009-6c30a2942695,band,Mi-Band-9,1.9.7,73,2025-06-03 11:58:50.911265+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:55:32.011111+00:00
200b3e9b-7622-4d92-a174-a1b932bb857f,43e01615-be4d-46b4-8009-6c30a2942695,watch,Garmin-Fenix,1.7.4,57,2025-06-03 11:58:50.911265+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:35:32.011111+00:00
445f082c-0b8b-4d79-bdce-50aa7ec17888,1a86f5c8-4191-4539-8aaf-de646677823f,watch,Pixel-Watch,2.8.7,41,2024-09-15 23:15:08.912265+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:41:32.011111+00:00
e3d88394-b3a9-4155-a360-bf0eb15459e9,1a86f5c8-4191-4539-8aaf-de646677823f,band,Mi-Band-9,1.4.3,50,2024-09-15 23:15:08.912265+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:35:32.011111+00:00
c8865c7f-f483-42ec-b081-c3619766a927,4823c29c-a937-485a-b4a5-22e38a24aa80,band,Whoop-4.0,3.6.5,30,2025-05-27 02:10:21.912265+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:09:32.011111+00:00
e667a6b4-e982-4948-85ee-54af5335243c,47306f11-3302-4371-b9b3-671c05da1d10,ring,Oura-Gen3,1.0.5,76,2024-06-25 04:04:46.912265+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:17:32.011111+00:00
5b968d3d-0ede-47ff-8f0d-7c91cbc2304c,47306f11-3302-4371-b9b3-671c05da1d10,band,Whoop-4.0,3.6.3,83,2024-06-25 04:04:46.912265+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:30:32.011111+00:00
303182fe-9ffa-4582-bebd-ae4998dc5923,17ca6f14-8f6a-46fb-86b9-bafd91e9d02d,band,Mi-Band-9,1.3.7,91,2024-09-03 04:14:15.913300+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:52:32.011111+00:00
6c3582b7-b11b-4d5f-a337-63ad1a12062a,76c63e7f-c865-47e4-926b-c411c272186c,band,Whoop-4.0,1.1.1,72,2025-04-05 06:08:00.913300+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:39:32.011111+00:00
51c0ccba-017f-46aa-8e71-bc39d2e56588,76c63e7f-c865-47e4-926b-c411c272186c,ring,Oura-Gen3,1.6.6,82,2025-04-05 06:08:00.913300+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:37:32.011111+00:00
01136e9f-9316-492c-9c1f-4bea28472242,53f6d51a-0646-4c99-b29d-633a147e190a,band,Mi-Band-9,2.5.9,57,2024-06-16 17:10:21.913300+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:49:32.011111+00:00
8e8d598c-0a97-4671-bfe9-d664980a69a9,53f6d51a-0646-4c99-b29d-633a147e190a,watch,Pixel-Watch,2.9.3,43,2024-06-16 17:10:21.913300+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:37:32.011111+00:00
c7f661b9-3b68-43a4-8ae2-7b761c5165d9,0af8b00e-3fef-4e40-9868-464b15a8b291,watch,Fitbit-Charge,3.4.6,24,2025-06-10 14:35:44.914300+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:54:32.011111+00:00
0aa191fc-947d-458d-ac94-c79129cafd30,0af8b00e-3fef-4e40-9868-464b15a8b291,band,Whoop-4.0,1.4.7,73,2025-06-10 14:35:44.914300+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:47:32.011111+00:00
f8adbce0-40f5-4dfe-b772-63deafbb5ae0,0af8b00e-3fef-4e40-9868-464b15a8b291,watch,Pixel-Watch,3.1.7,84,2025-06-10 14:35:44.914300+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:38:32.011111+00:00
dfe53f23-0424-4974-b8e4-8ac9222fa472,34a16d0c-18b6-43a6-87cc-1fa3e0c86262,band,Whoop-4.0,3.3.0,93,2024-09-12 23:11:57.914300+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:38:32.011111+00:00
b262a452-50bb-4b5b-a976-1791c66de451,34a16d0c-18b6-43a6-87cc-1fa3e0c86262,ring,Oura-Gen3,1.6.7,75,2024-09-12 23:11:57.914300+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 07:02:32.011111+00:00
9e2f0911-935f-4698-bfe4-5024ff362b3f,6bdf578d-7e58-4e45-af67-7ddecaad086b,ring,Oura-Gen3,1.0.7,23,2025-03-04 01:20:27.914300+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:42:32.011111+00:00
3fb36fa1-2c2b-468f-ba2f-394f512416ad,ad3a5e35-1e42-436e-abd7-d5c8a8daee52,band,Mi-Band-9,2.1.4,92,2024-10-31 09:55:07.914300+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 07:06:32.011111+00:00
a0e86400-fc50-49e3-9d39-8b6c542c663a,9e4485aa-b79e-4a0c-9cb1-2faac1841654,band,Mi-Band-9,2.6.9,28,2025-02-02 04:33:13.915297+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:45:32.011111+00:00
d20955b0-3de9-454a-916b-65755e4c988c,9e4485aa-b79e-4a0c-9cb1-2faac1841654,band,Whoop-4.0,1.7.4,38,2025-02-02 04:33:13.915297+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:29:32.011111+00:00
7cc1754d-fb07-457f-968a-67db640b6951,9e4485aa-b79e-4a0c-9cb1-2faac1841654,band,Mi-Band-9,1.4.6,33,2025-02-02 04:33:13.915297+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:42:32.011111+00:00
3f6547a9-52dd-4e11-afc6-63e3548903b5,8a07a918-19d3-4d32-8f49-c7bd6041c11d,watch,Fitbit-Charge,2.8.3,83,2025-06-08 23:59:28.915297+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:54:32.011111+00:00
f52cf2e0-5a42-4daf-9dd7-7c013b3c995f,8a07a918-19d3-4d32-8f49-c7bd6041c11d,ring,Oura-Gen3,3.3.0,47,2025-06-08 23:59:28.915297+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:58:32.011111+00:00
a7285d75-ecd5-40e7-8e69-80f9e3a3a0aa,8a07a918-19d3-4d32-8f49-c7bd6041c11d,ring,Oura-Gen3,2.4.3,72,2025-06-08 23:59:28.915297+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:49:32.011111+00:00
38e7ac8f-5067-45d7-98b2-b417796ef1a0,4b346354-65bc-43aa-b95b-b8ed67cb7366,ring,Oura-Gen3,3.4.6,64,2025-02-26 22:45:16.915297+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:58:32.011111+00:00
ebd8eb97-5485-42b7-ab1b-8b46c6dd3326,4b346354-65bc-43aa-b95b-b8ed67cb7366,watch,Pixel-Watch,2.1.2,95,2025-02-26 22:45:16.915297+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:47:32.011111+00:00
91104a7f-3d5f-4167-ab17-b4ed281de352,7d71da63-0d8b-41f4-bc8d-feca2d7bb37b,band,Whoop-4.0,2.1.1,81,2025-04-19 09:11:01.915297+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:08:32.011111+00:00
efe0b71e-4cee-4bec-a8d0-ff04a6130227,7d71da63-0d8b-41f4-bc8d-feca2d7bb37b,watch,Pixel-Watch,1.5.9,95,2025-04-19 09:11:01.915297+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:26:32.011111+00:00
4358c0c9-fe52-456e-951a-dac0550f4f14,26de144e-740f-4eae-b01c-08257257a624,ring,Oura-Gen3,2.6.1,83,2025-05-22 11:22:51.916300+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 07:00:32.011111+00:00
c379db47-c5a0-489d-b955-6658818e39c4,26de144e-740f-4eae-b01c-08257257a624,watch,Fitbit-Charge,1.9.3,51,2025-05-22 11:22:51.916300+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:54:32.011111+00:00
18514fca-74ed-4445-b010-f6d0b6413f51,c75736f5-349b-42a6-b249-b72f0ff424cf,ring,Oura-Gen3,2.2.2,67,2024-12-30 06:22:50.916300+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:52:32.011111+00:00
d5b055ed-06a0-448f-89a0-5d61c14144e8,5c3dcff6-1d9d-4f9e-af44-f2ef2a8ec19d,band,Whoop-4.0,3.8.9,71,2024-07-08 04:22:22.916300+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:43:32.011111+00:00
c54e2db3-d7e1-4674-82b5-3a2915ed0c0c,5c3dcff6-1d9d-4f9e-af44-f2ef2a8ec19d,watch,Garmin-Fenix,1.0.3,86,2024-07-08 04:22:22.916300+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:57:32.011111+00:00
ef1ffc65-7ebd-4db0-ac45-a002670cfbf2,6ef822b9-1fbb-4db5-b43d-4ede3d0e6b02,ring,Oura-Gen3,3.3.8,84,2024-12-26 06:37:24.917268+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:43:32.011111+00:00
e77e6a27-104e-4294-9231-7c6b99df2080,6ef822b9-1fbb-4db5-b43d-4ede3d0e6b02,watch,Garmin-Fenix,1.7.9,80,2024-12-26 06:37:24.917268+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:47:32.011111+00:00
d43e3a2b-5e86-4d88-be29-ca18517cc1e3,b1910aa3-90f4-40dd-bf80-531108cb6f60,ring,Oura-Gen3,3.0.2,49,2025-02-07 04:27:13.917268+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:43:32.011111+00:00
55f42b08-07ae-419d-a4fa-d34266fb5609,b1910aa3-90f4-40dd-bf80-531108cb6f60,band,Whoop-4.0,3.4.4,66,2025-02-07 04:27:13.917268+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:39:32.011111+00:00
aade5f69-324d-47d0-98ea-648747b97f0f,81793b91-b618-4300-91e6-2f7fe6979fc6,watch,Pixel-Watch,2.4.3,44,2024-07-28 00:42:02.917268+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:30:32.011111+00:00
7fde0816-b577-4cf5-abb3-74796675f650,81793b91-b618-4300-91e6-2f7fe6979fc6,band,Whoop-4.0,1.1.0,89,2024-07-28 00:42:02.917268+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:56:32.011111+00:00
dd5f846d-d57e-4e60-b226-75506a4b82ba,fec93098-f52f-4ed6-9bf4-5a42dc69d2c1,band,Mi-Band-9,3.8.3,28,2024-08-11 18:01:39.917268+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:50:32.011111+00:00
f5f70fcd-33e5-41d1-b08d-1525422019d8,fec93098-f52f-4ed6-9bf4-5a42dc69d2c1,band,Mi-Band-9,1.4.9,31,2024-08-11 18:01:39.917268+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:40:32.011111+00:00
483f5b4d-0cfb-4946-a87a-a5a0e06768b8,fec93098-f52f-4ed6-9bf4-5a42dc69d2c1,ring,Oura-Gen3,1.1.2,28,2024-08-11 18:01:39.917268+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:46:32.011111+00:00
55a7c48d-9db4-40fa-bd5b-4d14e002e728,6328f52a-55d2-4ba3-9762-a8b149862806,band,Whoop-4.0,3.7.2,94,2024-09-10 04:55:42.918269+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:46:32.011111+00:00
3faa451c-58ab-42da-b2b9-745923228495,d4ad8cac-be3c-4404-bcd6-5250bfe23d66,band,Mi-Band-9,1.5.3,69,2025-02-20 07:02:48.918269+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:43:32.011111+00:00
285e4079-61f0-48a7-9ddd-b2e716ebdca4,d4ad8cac-be3c-4404-bcd6-5250bfe23d66,band,Mi-Band-9,2.3.8,42,2025-02-20 07:02:48.918269+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 07:05:32.011111+00:00
edff1b25-9ba9-4634-8be3-1e24396be011,7bbfa071-b7ff-4790-941d-4eda80c09975,watch,Fitbit-Charge,1.5.4,69,2024-08-22 12:25:31.918269+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:30:32.011111+00:00
19444e94-a4cc-4896-a6a3-8ea2259b08fc,7bbfa071-b7ff-4790-941d-4eda80c09975,watch,Pixel-Watch,1.1.0,90,2024-08-22 12:25:31.918269+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:55:32.011111+00:00
afac9c24-afcd-4796-a7a7-97b83a2ea8ed,7bbfa071-b7ff-4790-941d-4eda80c09975,watch,Fitbit-Charge,2.1.5,28,2024-08-22 12:25:31.918269+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:14:32.011111+00:00
2e186a5e-8ad2-472c-a3c4-c64754e736f9,adbaecc7-7506-46fa-9876-d6f3b02e16f3,watch,Garmin-Fenix,3.8.8,52,2024-07-05 14:03:35.919309+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:52:32.011111+00:00
9bc18dde-eaad-486e-828e-e12c348356fe,adbaecc7-7506-46fa-9876-d6f3b02e16f3,watch,Pixel-Watch,3.2.8,27,2024-07-05 14:03:35.919309+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 07:03:32.011111+00:00
e0f44e79-259a-427c-81c5-2ed53319e3da,ad9213aa-02d0-4d87-9a53-51be7185dd26,watch,Fitbit-Charge,3.6.2,96,2025-01-28 01:01:22.919309+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:28:32.011111+00:00
8c489046-0295-4002-8b48-d01dfc26a86d,ad9213aa-02d0-4d87-9a53-51be7185dd26,watch,Fitbit-Charge,3.3.8,28,2025-01-28 01:01:22.919309+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 06:28:32.011111+00:00
c2eba767-a67c-4033-b2f4-ad230eeabeb8,ad9213aa-02d0-4d87-9a53-51be7185dd26,band,Whoop-4.0,1.2.7,79,2025-01-28 01:01:22.919309+00:00,2025-06-12 07:06:32.011111+00:00,2025-06-12 07:04:32.011111+00:00
