session_id,user_id,device_id,start_ts,end_ts,sleep_quality_score,sleep_stage_seq,avg_hr_bpm,efficiency_pct
6fa7c710-6a96-4daf-baaf-9c79341f2e73,572de671-d8a1-4492-86db-43e930c298f6,10a48f9e-5b23-480d-82f5-e4f4b3ca4402,2025-06-01 22:43:00,2025-06-02 07:23:00,88,"[{""stage"": ""light"", ""start"": 0, ""end"": 312.0}, {""stage"": ""deep"", ""start"": 312.0, ""end"": 416.0}, {""stage"": ""rem"", ""start"": 416.0, ""end"": 520}]",42,93.5
2f17f075-d2b9-4d9d-a8da-c80d9cd45843,572de671-d8a1-4492-86db-43e930c298f6,10a48f9e-5b23-480d-82f5-e4f4b3ca4402,2025-05-31 21:58:00,2025-06-01 04:10:00,64,"[{""stage"": ""light"", ""start"": 0, ""end"": 223.2}, {""stage"": ""deep"", ""start"": 223.2, ""end"": 297.6}, {""stage"": ""rem"", ""start"": 297.6, ""end"": 372}]",45,95.6
6b0a0f05-0f0a-4660-98e8-32db94858204,572de671-d8a1-4492-86db-43e930c298f6,10a48f9e-5b23-480d-82f5-e4f4b3ca4402,2025-05-30 21:55:00,2025-05-31 06:52:00,86,"[{""stage"": ""light"", ""start"": 0, ""end"": 322.2}, {""stage"": ""deep"", ""start"": 322.2, ""end"": 429.6}, {""stage"": ""rem"", ""start"": 429.6, ""end"": 537}]",40,84.2
5dd92107-f002-4d3a-8c1d-5341ec55c969,572de671-d8a1-4492-86db-43e930c298f6,10a48f9e-5b23-480d-82f5-e4f4b3ca4402,2025-05-29 21:53:00,2025-05-30 04:12:00,81,"[{""stage"": ""light"", ""start"": 0, ""end"": 227.4}, {""stage"": ""deep"", ""start"": 227.4, ""end"": 303.2}, {""stage"": ""rem"", ""start"": 303.2, ""end"": 379}]",42,81.9
4adbc2ae-a0eb-4750-9842-80265c5bc57a,572de671-d8a1-4492-86db-43e930c298f6,10a48f9e-5b23-480d-82f5-e4f4b3ca4402,2025-05-28 21:24:00,2025-05-29 05:07:00,74,"[{""stage"": ""light"", ""start"": 0, ""end"": 277.8}, {""stage"": ""deep"", ""start"": 277.8, ""end"": 370.40000000000003}, {""stage"": ""rem"", ""start"": 370.40000000000003, ""end"": 463}]",46,91.9
78efcd3d-5f6d-4c52-a90b-d91f91dfc1c5,572de671-d8a1-4492-86db-43e930c298f6,10a48f9e-5b23-480d-82f5-e4f4b3ca4402,2025-05-27 22:55:00,2025-05-28 05:38:00,72,"[{""stage"": ""light"", ""start"": 0, ""end"": 241.79999999999998}, {""stage"": ""deep"", ""start"": 241.79999999999998, ""end"": 322.40000000000003}, {""stage"": ""rem"", ""start"": 322.40000000000003, ""end"": 403}]",49,89.5
88d2de1e-64f5-45aa-9ef6-657d679767f8,572de671-d8a1-4492-86db-43e930c298f6,10a48f9e-5b23-480d-82f5-e4f4b3ca4402,2025-05-26 21:59:00,2025-05-27 06:16:00,72,"[{""stage"": ""light"", ""start"": 0, ""end"": 298.2}, {""stage"": ""deep"", ""start"": 298.2, ""end"": 397.6}, {""stage"": ""rem"", ""start"": 397.6, ""end"": 497}]",43,83.9
2232a2c7-5d1f-4b03-b27b-c74f845794a5,572de671-d8a1-4492-86db-43e930c298f6,10a48f9e-5b23-480d-82f5-e4f4b3ca4402,2025-05-25 21:28:00,2025-05-26 05:02:00,79,"[{""stage"": ""light"", ""start"": 0, ""end"": 272.4}, {""stage"": ""deep"", ""start"": 272.4, ""end"": 363.20000000000005}, {""stage"": ""rem"", ""start"": 363.20000000000005, ""end"": 454}]",42,86.6
d82f5028-e903-43d1-aa4c-4c1433a61094,572de671-d8a1-4492-86db-43e930c298f6,10a48f9e-5b23-480d-82f5-e4f4b3ca4402,2025-05-24 21:07:00,2025-05-25 03:56:00,55,"[{""stage"": ""light"", ""start"": 0, ""end"": 245.39999999999998}, {""stage"": ""deep"", ""start"": 245.39999999999998, ""end"": 327.20000000000005}, {""stage"": ""rem"", ""start"": 327.20000000000005, ""end"": 409}]",40,83.9
96a20f58-f45b-483d-a70c-69d37ee5e309,572de671-d8a1-4492-86db-43e930c298f6,10a48f9e-5b23-480d-82f5-e4f4b3ca4402,2025-05-23 22:40:00,2025-05-24 07:06:00,69,"[{""stage"": ""light"", ""start"": 0, ""end"": 303.59999999999997}, {""stage"": ""deep"", ""start"": 303.59999999999997, ""end"": 404.8}, {""stage"": ""rem"", ""start"": 404.8, ""end"": 506}]",41,80.9
682b1aa4-96ab-43cd-8b38-bf4e680b650a,572de671-d8a1-4492-86db-43e930c298f6,10a48f9e-5b23-480d-82f5-e4f4b3ca4402,2025-05-22 22:05:00,2025-05-23 05:57:00,57,"[{""stage"": ""light"", ""start"": 0, ""end"": 283.2}, {""stage"": ""deep"", ""start"": 283.2, ""end"": 377.6}, {""stage"": ""rem"", ""start"": 377.6, ""end"": 472}]",43,80.4
d4171cde-8bb0-4d58-bf26-20f0c60438a8,572de671-d8a1-4492-86db-43e930c298f6,10a48f9e-5b23-480d-82f5-e4f4b3ca4402,2025-05-21 22:39:00,2025-05-22 05:43:00,63,"[{""stage"": ""light"", ""start"": 0, ""end"": 254.39999999999998}, {""stage"": ""deep"", ""start"": 254.39999999999998, ""end"": 339.20000000000005}, {""stage"": ""rem"", ""start"": 339.20000000000005, ""end"": 424}]",43,77.7
59fcac9f-f01e-4dfc-a279-e201fd290e21,572de671-d8a1-4492-86db-43e930c298f6,10a48f9e-5b23-480d-82f5-e4f4b3ca4402,2025-05-20 22:59:00,2025-05-21 07:04:00,85,"[{""stage"": ""light"", ""start"": 0, ""end"": 291.0}, {""stage"": ""deep"", ""start"": 291.0, ""end"": 388.0}, {""stage"": ""rem"", ""start"": 388.0, ""end"": 485}]",46,93.0
78b3ab3e-9ef3-45c6-9c5b-61fe5d06a7a2,572de671-d8a1-4492-86db-43e930c298f6,10a48f9e-5b23-480d-82f5-e4f4b3ca4402,2025-05-19 21:05:00,2025-05-20 05:02:00,68,"[{""stage"": ""light"", ""start"": 0, ""end"": 286.2}, {""stage"": ""deep"", ""start"": 286.2, ""end"": 381.6}, {""stage"": ""rem"", ""start"": 381.6, ""end"": 477}]",43,84.0
001b0ca4-f5fa-46ad-958b-a110d64f0b07,572de671-d8a1-4492-86db-43e930c298f6,10a48f9e-5b23-480d-82f5-e4f4b3ca4402,2025-05-18 22:33:00,2025-05-19 06:33:00,88,"[{""stage"": ""light"", ""start"": 0, ""end"": 288.0}, {""stage"": ""deep"", ""start"": 288.0, ""end"": 384.0}, {""stage"": ""rem"", ""start"": 384.0, ""end"": 480}]",40,89.3
b46c1afc-95b7-45ff-a2fa-946eb6a8d20b,572de671-d8a1-4492-86db-43e930c298f6,10a48f9e-5b23-480d-82f5-e4f4b3ca4402,2025-05-17 21:34:00,2025-05-18 05:38:00,82,"[{""stage"": ""light"", ""start"": 0, ""end"": 290.4}, {""stage"": ""deep"", ""start"": 290.4, ""end"": 387.20000000000005}, {""stage"": ""rem"", ""start"": 387.20000000000005, ""end"": 484}]",40,89.1
e17c5bb6-3a08-48c1-a8d3-fa7a90ef0e38,572de671-d8a1-4492-86db-43e930c298f6,10a48f9e-5b23-480d-82f5-e4f4b3ca4402,2025-05-16 22:48:00,2025-05-17 07:44:00,77,"[{""stage"": ""light"", ""start"": 0, ""end"": 321.59999999999997}, {""stage"": ""deep"", ""start"": 321.59999999999997, ""end"": 428.8}, {""stage"": ""rem"", ""start"": 428.8, ""end"": 536}]",47,91.2
7fae6d20-5819-4490-83e4-c024a8ecb501,572de671-d8a1-4492-86db-43e930c298f6,10a48f9e-5b23-480d-82f5-e4f4b3ca4402,2025-05-15 22:35:00,2025-05-16 05:42:00,91,"[{""stage"": ""light"", ""start"": 0, ""end"": 256.2}, {""stage"": ""deep"", ""start"": 256.2, ""end"": 341.6}, {""stage"": ""rem"", ""start"": 341.6, ""end"": 427}]",42,94.9
9e94205a-9d3f-4886-80e6-c546a9a66015,572de671-d8a1-4492-86db-43e930c298f6,10a48f9e-5b23-480d-82f5-e4f4b3ca4402,2025-05-14 22:38:00,2025-05-15 06:09:00,90,"[{""stage"": ""light"", ""start"": 0, ""end"": 270.59999999999997}, {""stage"": ""deep"", ""start"": 270.59999999999997, ""end"": 360.8}, {""stage"": ""rem"", ""start"": 360.8, ""end"": 451}]",41,82.7
ebf87875-168b-4e93-a1ae-8052c1c98d61,572de671-d8a1-4492-86db-43e930c298f6,10a48f9e-5b23-480d-82f5-e4f4b3ca4402,2025-05-13 22:26:00,2025-05-14 05:25:00,73,"[{""stage"": ""light"", ""start"": 0, ""end"": 251.39999999999998}, {""stage"": ""deep"", ""start"": 251.39999999999998, ""end"": 335.20000000000005}, {""stage"": ""rem"", ""start"": 335.20000000000005, ""end"": 419}]",45,89.2
318e7e58-7468-4e65-97a5-fdc4a14cd280,a8d4dae1-32e9-4e43-806a-37bb4f2324c3,a94a5546-3fa0-41b4-a749-378e9ebb8dbf,2025-06-11 22:14:00,2025-06-12 05:15:00,86,"[{""stage"": ""light"", ""start"": 0, ""end"": 252.6}, {""stage"": ""deep"", ""start"": 252.6, ""end"": 336.8}, {""stage"": ""rem"", ""start"": 336.8, ""end"": 421}]",67,91.6
dceab71e-e944-4f17-bb4e-a8993b953b45,a8d4dae1-32e9-4e43-806a-37bb4f2324c3,f486987f-48b4-4e1a-9ae9-df8f9e950f09,2025-06-10 21:59:00,2025-06-11 05:07:00,89,"[{""stage"": ""light"", ""start"": 0, ""end"": 256.8}, {""stage"": ""deep"", ""start"": 256.8, ""end"": 342.40000000000003}, {""stage"": ""rem"", ""start"": 342.40000000000003, ""end"": 428}]",73,95.4
c7b9bb1f-82e7-4eef-beab-63c8b16aeba0,a8d4dae1-32e9-4e43-806a-37bb4f2324c3,f486987f-48b4-4e1a-9ae9-df8f9e950f09,2025-06-09 21:35:00,2025-06-10 03:59:00,67,"[{""stage"": ""light"", ""start"": 0, ""end"": 230.39999999999998}, {""stage"": ""deep"", ""start"": 230.39999999999998, ""end"": 307.20000000000005}, {""stage"": ""rem"", ""start"": 307.20000000000005, ""end"": 384}]",71,94.1
8777d387-f336-4a66-b9a2-3a73d94e86b9,a8d4dae1-32e9-4e43-806a-37bb4f2324c3,a94a5546-3fa0-41b4-a749-378e9ebb8dbf,2025-06-08 21:13:00,2025-06-09 04:17:00,76,"[{""stage"": ""light"", ""start"": 0, ""end"": 254.39999999999998}, {""stage"": ""deep"", ""start"": 254.39999999999998, ""end"": 339.20000000000005}, {""stage"": ""rem"", ""start"": 339.20000000000005, ""end"": 424}]",76,94.1
d847553b-a4e5-4bf1-891f-e3b1be682355,a8d4dae1-32e9-4e43-806a-37bb4f2324c3,a94a5546-3fa0-41b4-a749-378e9ebb8dbf,2025-06-07 21:30:00,2025-06-08 04:37:00,62,"[{""stage"": ""light"", ""start"": 0, ""end"": 256.2}, {""stage"": ""deep"", ""start"": 256.2, ""end"": 341.6}, {""stage"": ""rem"", ""start"": 341.6, ""end"": 427}]",72,86.9
96e0c50b-2ced-4e45-8be6-cd7a2db5a372,a8d4dae1-32e9-4e43-806a-37bb4f2324c3,a94a5546-3fa0-41b4-a749-378e9ebb8dbf,2025-06-06 22:56:00,2025-06-07 05:12:00,93,"[{""stage"": ""light"", ""start"": 0, ""end"": 225.6}, {""stage"": ""deep"", ""start"": 225.6, ""end"": 300.8}, {""stage"": ""rem"", ""start"": 300.8, ""end"": 376}]",71,89.4
27b23494-4ac3-4819-89e1-31e2c082a66f,a8d4dae1-32e9-4e43-806a-37bb4f2324c3,a94a5546-3fa0-41b4-a749-378e9ebb8dbf,2025-06-05 21:57:00,2025-06-06 05:11:00,72,"[{""stage"": ""light"", ""start"": 0, ""end"": 260.4}, {""stage"": ""deep"", ""start"": 260.4, ""end"": 347.20000000000005}, {""stage"": ""rem"", ""start"": 347.20000000000005, ""end"": 434}]",71,86.5
b646aec2-1a90-47b0-8469-160578949bc3,a8d4dae1-32e9-4e43-806a-37bb4f2324c3,f486987f-48b4-4e1a-9ae9-df8f9e950f09,2025-06-04 22:23:00,2025-06-05 04:34:00,95,"[{""stage"": ""light"", ""start"": 0, ""end"": 222.6}, {""stage"": ""deep"", ""start"": 222.6, ""end"": 296.8}, {""stage"": ""rem"", ""start"": 296.8, ""end"": 371}]",70,85.1
2ec9970a-2034-4831-9039-5d005241105e,a8d4dae1-32e9-4e43-806a-37bb4f2324c3,a94a5546-3fa0-41b4-a749-378e9ebb8dbf,2025-06-03 21:26:00,2025-06-04 04:36:00,73,"[{""stage"": ""light"", ""start"": 0, ""end"": 258.0}, {""stage"": ""deep"", ""start"": 258.0, ""end"": 344.0}, {""stage"": ""rem"", ""start"": 344.0, ""end"": 430}]",70,85.1
cf4bbb29-41d9-41ac-9d0b-83df36e137c9,a8d4dae1-32e9-4e43-806a-37bb4f2324c3,a94a5546-3fa0-41b4-a749-378e9ebb8dbf,2025-06-02 21:15:00,2025-06-03 03:31:00,81,"[{""stage"": ""light"", ""start"": 0, ""end"": 225.6}, {""stage"": ""deep"", ""start"": 225.6, ""end"": 300.8}, {""stage"": ""rem"", ""start"": 300.8, ""end"": 376}]",69,91.3
19e9d872-591c-4c19-82a9-c6dfcb85b6af,a8d4dae1-32e9-4e43-806a-37bb4f2324c3,f486987f-48b4-4e1a-9ae9-df8f9e950f09,2025-06-01 21:41:00,2025-06-02 04:55:00,88,"[{""stage"": ""light"", ""start"": 0, ""end"": 260.4}, {""stage"": ""deep"", ""start"": 260.4, ""end"": 347.20000000000005}, {""stage"": ""rem"", ""start"": 347.20000000000005, ""end"": 434}]",69,86.0
2299069f-2a32-40b1-b6a9-9b86b5ab0143,a8d4dae1-32e9-4e43-806a-37bb4f2324c3,a94a5546-3fa0-41b4-a749-378e9ebb8dbf,2025-05-31 22:27:00,2025-06-01 05:47:00,62,"[{""stage"": ""light"", ""start"": 0, ""end"": 264.0}, {""stage"": ""deep"", ""start"": 264.0, ""end"": 352.0}, {""stage"": ""rem"", ""start"": 352.0, ""end"": 440}]",71,88.8
8b175bb4-5941-4966-9f07-630a690476c8,a8d4dae1-32e9-4e43-806a-37bb4f2324c3,f486987f-48b4-4e1a-9ae9-df8f9e950f09,2025-05-30 21:36:00,2025-05-31 04:10:00,59,"[{""stage"": ""light"", ""start"": 0, ""end"": 236.39999999999998}, {""stage"": ""deep"", ""start"": 236.39999999999998, ""end"": 315.20000000000005}, {""stage"": ""rem"", ""start"": 315.20000000000005, ""end"": 394}]",75,82.2
78661dab-f081-47d2-babc-1c548ee94963,a8d4dae1-32e9-4e43-806a-37bb4f2324c3,f486987f-48b4-4e1a-9ae9-df8f9e950f09,2025-05-29 21:36:00,2025-05-30 05:40:00,82,"[{""stage"": ""light"", ""start"": 0, ""end"": 290.4}, {""stage"": ""deep"", ""start"": 290.4, ""end"": 387.20000000000005}, {""stage"": ""rem"", ""start"": 387.20000000000005, ""end"": 484}]",72,87.7
7262c616-188d-4322-b79b-dff734adc51e,a8d4dae1-32e9-4e43-806a-37bb4f2324c3,f486987f-48b4-4e1a-9ae9-df8f9e950f09,2025-05-28 21:11:00,2025-05-29 03:50:00,68,"[{""stage"": ""light"", ""start"": 0, ""end"": 239.39999999999998}, {""stage"": ""deep"", ""start"": 239.39999999999998, ""end"": 319.20000000000005}, {""stage"": ""rem"", ""start"": 319.20000000000005, ""end"": 399}]",76,90.6
f47ee684-7b24-4772-8126-af5aa78ec1a9,a8d4dae1-32e9-4e43-806a-37bb4f2324c3,a94a5546-3fa0-41b4-a749-378e9ebb8dbf,2025-05-27 22:49:00,2025-05-28 06:48:00,69,"[{""stage"": ""light"", ""start"": 0, ""end"": 287.4}, {""stage"": ""deep"", ""start"": 287.4, ""end"": 383.20000000000005}, {""stage"": ""rem"", ""start"": 383.20000000000005, ""end"": 479}]",68,84.6
9f2314b7-c6bf-4d7f-875c-169bbb82c0cd,a8d4dae1-32e9-4e43-806a-37bb4f2324c3,a94a5546-3fa0-41b4-a749-378e9ebb8dbf,2025-05-26 21:08:00,2025-05-27 03:51:00,72,"[{""stage"": ""light"", ""start"": 0, ""end"": 241.79999999999998}, {""stage"": ""deep"", ""start"": 241.79999999999998, ""end"": 322.40000000000003}, {""stage"": ""rem"", ""start"": 322.40000000000003, ""end"": 403}]",75,84.6
2a742f59-263e-4f65-a537-90fdc17df12f,a8d4dae1-32e9-4e43-806a-37bb4f2324c3,a94a5546-3fa0-41b4-a749-378e9ebb8dbf,2025-05-25 22:26:00,2025-05-26 06:12:00,79,"[{""stage"": ""light"", ""start"": 0, ""end"": 279.59999999999997}, {""stage"": ""deep"", ""start"": 279.59999999999997, ""end"": 372.8}, {""stage"": ""rem"", ""start"": 372.8, ""end"": 466}]",71,80.7
f5b1f56b-008d-4384-b4c5-a86c02b4c0c4,a8d4dae1-32e9-4e43-806a-37bb4f2324c3,a94a5546-3fa0-41b4-a749-378e9ebb8dbf,2025-05-24 22:40:00,2025-05-25 05:40:00,67,"[{""stage"": ""light"", ""start"": 0, ""end"": 252.0}, {""stage"": ""deep"", ""start"": 252.0, ""end"": 336.0}, {""stage"": ""rem"", ""start"": 336.0, ""end"": 420}]",74,90.2
1f85ac30-c407-4ce7-82e1-6154d1054e91,a8d4dae1-32e9-4e43-806a-37bb4f2324c3,a94a5546-3fa0-41b4-a749-378e9ebb8dbf,2025-05-23 21:49:00,2025-05-24 04:19:00,63,"[{""stage"": ""light"", ""start"": 0, ""end"": 234.0}, {""stage"": ""deep"", ""start"": 234.0, ""end"": 312.0}, {""stage"": ""rem"", ""start"": 312.0, ""end"": 390}]",69,81.5
fbe48684-f0d8-44d5-bd7c-722d8fee2097,a8d4dae1-32e9-4e43-806a-37bb4f2324c3,a94a5546-3fa0-41b4-a749-378e9ebb8dbf,2025-05-22 21:25:00,2025-05-23 04:49:00,64,"[{""stage"": ""light"", ""start"": 0, ""end"": 266.4}, {""stage"": ""deep"", ""start"": 266.4, ""end"": 355.20000000000005}, {""stage"": ""rem"", ""start"": 355.20000000000005, ""end"": 444}]",71,82.6
1def2529-91ee-442e-b497-fe79cceda55f,a8d4dae1-32e9-4e43-806a-37bb4f2324c3,a94a5546-3fa0-41b4-a749-378e9ebb8dbf,2025-05-21 21:57:00,2025-05-22 06:38:00,95,"[{""stage"": ""light"", ""start"": 0, ""end"": 312.59999999999997}, {""stage"": ""deep"", ""start"": 312.59999999999997, ""end"": 416.8}, {""stage"": ""rem"", ""start"": 416.8, ""end"": 521}]",74,97.2
038631c4-e7c6-4f6b-96bb-826e3d0eed09,a8d4dae1-32e9-4e43-806a-37bb4f2324c3,a94a5546-3fa0-41b4-a749-378e9ebb8dbf,2025-05-20 21:20:00,2025-05-21 05:20:00,93,"[{""stage"": ""light"", ""start"": 0, ""end"": 288.0}, {""stage"": ""deep"", ""start"": 288.0, ""end"": 384.0}, {""stage"": ""rem"", ""start"": 384.0, ""end"": 480}]",73,90.5
82614092-368a-4adf-bf99-46308e7099f8,a8d4dae1-32e9-4e43-806a-37bb4f2324c3,f486987f-48b4-4e1a-9ae9-df8f9e950f09,2025-05-19 21:58:00,2025-05-20 06:16:00,72,"[{""stage"": ""light"", ""start"": 0, ""end"": 298.8}, {""stage"": ""deep"", ""start"": 298.8, ""end"": 398.40000000000003}, {""stage"": ""rem"", ""start"": 398.40000000000003, ""end"": 498}]",71,84.4
139962ac-1727-4b07-92ae-9984885e9422,a8d4dae1-32e9-4e43-806a-37bb4f2324c3,a94a5546-3fa0-41b4-a749-378e9ebb8dbf,2025-05-18 21:13:00,2025-05-19 04:44:00,92,"[{""stage"": ""light"", ""start"": 0, ""end"": 270.59999999999997}, {""stage"": ""deep"", ""start"": 270.59999999999997, ""end"": 360.8}, {""stage"": ""rem"", ""start"": 360.8, ""end"": 451}]",72,88.7
894e39a8-4fa4-4538-80b4-b3c6d03aef92,a8d4dae1-32e9-4e43-806a-37bb4f2324c3,f486987f-48b4-4e1a-9ae9-df8f9e950f09,2025-05-17 22:52:00,2025-05-18 05:06:00,79,"[{""stage"": ""light"", ""start"": 0, ""end"": 224.4}, {""stage"": ""deep"", ""start"": 224.4, ""end"": 299.2}, {""stage"": ""rem"", ""start"": 299.2, ""end"": 374}]",70,92.7
1bb6bc37-2726-4ffe-a71d-ecb30c4684ca,a8d4dae1-32e9-4e43-806a-37bb4f2324c3,f486987f-48b4-4e1a-9ae9-df8f9e950f09,2025-05-16 21:20:00,2025-05-17 06:13:00,56,"[{""stage"": ""light"", ""start"": 0, ""end"": 319.8}, {""stage"": ""deep"", ""start"": 319.8, ""end"": 426.40000000000003}, {""stage"": ""rem"", ""start"": 426.40000000000003, ""end"": 533}]",72,85.0
0fdd21a9-f800-4167-9f73-750340c8fdea,a8d4dae1-32e9-4e43-806a-37bb4f2324c3,a94a5546-3fa0-41b4-a749-378e9ebb8dbf,2025-05-15 21:17:00,2025-05-16 05:07:00,81,"[{""stage"": ""light"", ""start"": 0, ""end"": 282.0}, {""stage"": ""deep"", ""start"": 282.0, ""end"": 376.0}, {""stage"": ""rem"", ""start"": 376.0, ""end"": 470}]",70,89.1
512bbfa5-46d9-439b-8eac-15a34b7dd820,a8d4dae1-32e9-4e43-806a-37bb4f2324c3,a94a5546-3fa0-41b4-a749-378e9ebb8dbf,2025-05-14 21:42:00,2025-05-15 04:55:00,92,"[{""stage"": ""light"", ""start"": 0, ""end"": 259.8}, {""stage"": ""deep"", ""start"": 259.8, ""end"": 346.40000000000003}, {""stage"": ""rem"", ""start"": 346.40000000000003, ""end"": 433}]",68,80.9
f1e8add8-5dca-4fc8-8756-1bdaca467f61,a8d4dae1-32e9-4e43-806a-37bb4f2324c3,a94a5546-3fa0-41b4-a749-378e9ebb8dbf,2025-05-13 21:15:00,2025-05-14 03:26:00,93,"[{""stage"": ""light"", ""start"": 0, ""end"": 222.6}, {""stage"": ""deep"", ""start"": 222.6, ""end"": 296.8}, {""stage"": ""rem"", ""start"": 296.8, ""end"": 371}]",71,86.9
aadeebf1-a616-46ab-a6c4-be8da8f065fa,bbf1a40a-a6bf-4b4b-b420-88908fa81bca,3b308117-9370-4594-9dfd-40128fa14d90,2025-06-11 22:04:00,2025-06-12 04:33:00,79,"[{""stage"": ""light"", ""start"": 0, ""end"": 233.39999999999998}, {""stage"": ""deep"", ""start"": 233.39999999999998, ""end"": 311.20000000000005}, {""stage"": ""rem"", ""start"": 311.20000000000005, ""end"": 389}]",61,89.5
6ac1f909-997b-4ba8-ae01-3dc61edeb494,bbf1a40a-a6bf-4b4b-b420-88908fa81bca,3b308117-9370-4594-9dfd-40128fa14d90,2025-06-10 22:04:00,2025-06-11 04:47:00,65,"[{""stage"": ""light"", ""start"": 0, ""end"": 241.79999999999998}, {""stage"": ""deep"", ""start"": 241.79999999999998, ""end"": 322.40000000000003}, {""stage"": ""rem"", ""start"": 322.40000000000003, ""end"": 403}]",60,87.1
61fbf199-ad4c-4c7f-b696-f52a884a5f80,bbf1a40a-a6bf-4b4b-b420-88908fa81bca,3b308117-9370-4594-9dfd-40128fa14d90,2025-06-09 21:42:00,2025-06-10 05:03:00,76,"[{""stage"": ""light"", ""start"": 0, ""end"": 264.59999999999997}, {""stage"": ""deep"", ""start"": 264.59999999999997, ""end"": 352.8}, {""stage"": ""rem"", ""start"": 352.8, ""end"": 441}]",60,84.6
